-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11,1
0.31,0.33,0.34,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.33,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,1
0.22,0.24,0.26,0.26,0.27,0.27,0.27,0.27,0.27,0.26,0.25,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,1
